arm,condition,treatment_message_id,model,model_family,prompt_variant_number,treatment_message_word_count,valence_correct,gender,age,age_band,education,party_affiliation,political_party,political_ideology,political_knowledge,confinement-1,confinement-2-reversed,confinement-3,confinement-4,confinement_mean
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Female,35,30-44,Graduate degree,Moderate Democrat,1,1,2,90.0,10.0,10.0,10.0,30.0
Message 73,AI,ban_solitary_confinement_juveniles_pythia-1.4b_3,pythia-1.4b,pythia,3.0,147.0,0.0,Female,40,30-44,4-year college,Strong Democrat,0,0,2,0.0,0.0,10.0,100.0,27.5
Message 35,AI,ban_solitary_confinement_juveniles_Qwen1.5-7B_1,Qwen1.5-7B,Qwen1.5,1.0,180.0,1.0,Female,45,45-59,4-year college,Independent,2,2,0,71.0,80.0,40.0,50.0,60.25
Control,control,,,,,,,Male,66,60+,4-year college,Moderate Democrat,1,1,3,0.0,0.0,0.0,0.0,0.0
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Female,29,18-29,2-year college,Moderate Democrat,1,1,3,25.0,25.0,20.0,80.0,37.5
Control,control,,,,,,,Male,25,18-29,4-year college,Moderate Democrat,1,1,3,0.0,7.0,26.0,0.0,8.25
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Female,70,60+,Graduate degree,Independent,2,2,3,50.0,50.0,60.0,50.0,52.5
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Male,38,30-44,High school diploma,Moderate Republican,3,4,3,100.0,100.0,100.0,100.0,100.0
Message 68,AI,ban_solitary_confinement_juveniles_pythia-410m_2,pythia-410m,pythia,2.0,177.0,0.0,Male,40,30-44,2-year college,Independent,2,2,3,70.0,71.0,76.0,81.0,74.5
Control,control,,,,,,,Female,43,30-44,High school diploma,Strong Republican,4,4,2,80.0,90.0,80.0,8.0,64.5
Message 49,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_2,Qwen1.5-72B,Qwen1.5,2.0,147.0,1.0,Female,44,30-44,Graduate degree,Independent,2,1,2,60.0,55.0,60.0,51.0,56.5
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,29,18-29,2-year college,Strong Republican,4,3,0,38.0,36.0,40.0,71.0,46.25
Message 39,AI,ban_solitary_confinement_juveniles_Yi-6B_1,Yi-6B,Yi,1.0,279.0,1.0,Female,18,18-29,High school diploma,Moderate Democrat,1,2,3,54.0,60.0,74.0,39.0,56.75
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Male,43,30-44,4-year college,Strong Democrat,0,0,3,0.0,0.0,0.0,0.0,0.0
Message 67,AI,ban_solitary_confinement_juveniles_Qwen1.5-14B_3,Qwen1.5-14B,Qwen1.5,3.0,262.0,1.0,Female,38,30-44,Technical certification or trade school,Independent,2,2,2,39.0,32.0,58.0,40.0,42.25
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Male,29,18-29,4-year college,Moderate Democrat,1,1,3,20.0,80.0,80.0,80.0,65.0
Control,control,,,,,,,Male,33,30-44,High school diploma,Independent,2,0,2,0.0,0.0,0.0,0.0,0.0
Message 49,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_2,Qwen1.5-72B,Qwen1.5,2.0,147.0,1.0,Male,27,18-29,High school diploma,Independent,2,1,2,75.0,70.0,71.0,75.0,72.75
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Female,19,18-29,2-year college,Independent,2,0,3,30.0,30.0,35.0,29.0,31.0
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Female,44,30-44,2-year college,Moderate Democrat,1,1,2,15.0,20.0,8.0,35.0,19.5
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Female,39,30-44,4-year college,Independent,2,3,3,71.0,69.0,88.0,75.0,75.75
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Female,51,45-59,Technical certification or trade school,Moderate Republican,3,3,3,100.0,100.0,100.0,100.0,100.0
Message 69,AI,ban_solitary_confinement_juveniles_falcon-40b_1,falcon-40b,falcon,1.0,176.0,1.0,Male,20,18-29,High school diploma,Independent,2,1,3,0.0,0.0,0.0,0.0,0.0
Control,control,,,,,,,Male,34,30-44,High school diploma,Moderate Democrat,1,3,3,85.0,83.0,77.0,85.0,82.5
Control,control,,,,,,,Male,38,30-44,4-year college,Moderate Republican,3,4,2,62.0,57.0,41.0,38.0,49.5
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Female,69,60+,2-year college,Strong Democrat,0,1,2,72.0,85.0,76.0,19.0,63.0
Message 16,AI,ban_solitary_confinement_juveniles_Yi-9B_3,Yi-9B,Yi,3.0,196.0,1.0,Female,32,30-44,2-year college,Moderate Democrat,1,1,2,73.0,69.0,66.0,34.0,60.5
Control,control,,,,,,,Male,50,45-59,Graduate degree,Independent,2,1,3,10.0,10.0,5.0,5.0,7.5
Message 20,AI,ban_solitary_confinement_juveniles_Llama-2-13b-hf_2,Llama-2-13b-hf,Llama,2.0,267.0,1.0,Female,33,30-44,High school diploma,Strong Democrat,0,1,3,40.0,40.0,45.0,40.0,41.25
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Male,30,30-44,4-year college,Strong Democrat,0,0,2,20.0,10.0,30.0,95.0,38.75
Control,control,,,,,,,Male,41,30-44,4-year college,Strong Democrat,0,0,3,50.0,50.0,40.0,50.0,47.5
Control,control,,,,,,,Female,31,30-44,High school diploma,Moderate Democrat,1,1,3,86.0,77.0,85.0,23.0,67.75
Control,control,,,,,,,Male,41,30-44,High school diploma,Strong Republican,4,4,2,100.0,95.0,76.0,24.0,73.75
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Female,22,18-29,4-year college,Independent,2,2,3,0.0,0.0,11.0,0.0,2.75
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Female,30,30-44,4-year college,Moderate Democrat,1,1,2,78.0,81.0,31.0,27.0,54.25
Message 47,AI,ban_solitary_confinement_juveniles_Qwen1.5-0.5B_2,Qwen1.5-0.5B,Qwen1.5,2.0,148.0,0.0,Female,23,18-29,4-year college,Moderate Democrat,1,1,2,5.0,0.0,0.0,0.0,1.25
Control,control,,,,,,,Male,34,30-44,High school diploma,Strong Republican,4,3,3,50.0,50.0,50.0,50.0,50.0
Message 27,AI,ban_solitary_confinement_juveniles_Yi-9B_1,Yi-9B,Yi,1.0,293.0,1.0,Female,41,30-44,High school diploma,Moderate Democrat,1,1,2,61.0,60.0,60.0,90.0,67.75
Message 66,AI,ban_solitary_confinement_juveniles_Qwen1.5-7B_2,Qwen1.5-7B,Qwen1.5,2.0,181.0,1.0,Female,30,30-44,4-year college,Strong Democrat,0,1,2,13.0,0.0,24.0,0.0,9.25
Control,control,,,,,,,Male,18,18-29,High school diploma,Moderate Republican,3,4,2,24.0,30.0,23.0,19.0,24.0
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Female,27,18-29,4-year college,Strong Democrat,0,1,1,10.0,10.0,10.0,10.0,10.0
Message 24,AI,ban_solitary_confinement_juveniles_pythia-12b_3,pythia-12b,pythia,3.0,223.0,0.0,Male,46,45-59,4-year college,Independent,2,2,2,80.0,14.0,62.0,70.0,56.5
Control,control,,,,,,,Female,29,18-29,4-year college,Moderate Democrat,1,0,3,20.0,29.0,25.0,20.0,23.5
Control,control,,,,,,,Male,32,30-44,4-year college,Strong Democrat,0,0,3,0.0,0.0,0.0,0.0,0.0
Control,control,,,,,,,Female,35,30-44,2-year college,Moderate Democrat,1,2,3,0.0,4.0,4.0,0.0,2.0
Message 34,AI,ban_solitary_confinement_juveniles_Yi-6B_2,Yi-6B,Yi,2.0,286.0,1.0,Female,47,45-59,4-year college,Moderate Republican,3,3,1,85.0,80.0,80.0,85.0,82.5
Control,control,,,,,,,Male,24,18-29,4-year college,Moderate Republican,3,3,3,80.0,80.0,60.0,80.0,75.0
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Male,44,30-44,4-year college,Independent,2,1,3,79.0,20.0,20.0,85.0,51.0
Control,control,,,,,,,Male,28,18-29,2-year college,Independent,2,1,3,20.0,17.0,38.0,83.0,39.5
Message 27,AI,ban_solitary_confinement_juveniles_Yi-9B_1,Yi-9B,Yi,1.0,293.0,1.0,Male,28,18-29,High school diploma,Strong Democrat,0,0,2,30.0,25.0,20.0,20.0,23.75
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Female,50,45-59,2-year college,Strong Democrat,0,1,3,60.0,59.0,29.0,57.0,51.25
Message 34,AI,ban_solitary_confinement_juveniles_Yi-6B_2,Yi-6B,Yi,2.0,286.0,1.0,Male,18,18-29,High school diploma,Strong Democrat,0,1,2,92.0,5.0,8.0,90.0,48.75
Message 44,AI,ban_solitary_confinement_juveniles_pythia-12b_2,pythia-12b,pythia,2.0,345.0,0.0,Male,43,30-44,4-year college,Independent,2,1,3,0.0,0.0,10.0,100.0,27.5
Control,control,,,,,,,Non-binary / third gender,28,18-29,Graduate degree,Strong Democrat,0,0,1,0.0,0.0,0.0,100.0,25.0
Message 14,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_1,Qwen1.5-72B,Qwen1.5,1.0,275.0,1.0,Female,49,45-59,2-year college,Strong Democrat,0,0,1,85.0,80.0,50.0,75.0,72.5
Control,control,,,,,,,Female,26,18-29,4-year college,Moderate Democrat,1,0,3,50.0,50.0,50.0,50.0,50.0
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Male,29,18-29,4-year college,Independent,2,2,3,30.0,25.0,18.0,25.0,24.5
Control,control,,,,,,,Female,21,18-29,4-year college,Strong Democrat,0,0,2,0.0,0.0,0.0,0.0,0.0
Message 66,AI,ban_solitary_confinement_juveniles_Qwen1.5-7B_2,Qwen1.5-7B,Qwen1.5,2.0,181.0,1.0,Male,39,30-44,Graduate degree,Strong Democrat,0,0,3,1.0,1.0,10.0,1.0,3.25
Message 14,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_1,Qwen1.5-72B,Qwen1.5,1.0,275.0,1.0,Female,30,30-44,Graduate degree,Strong Democrat,0,0,3,70.0,70.0,65.0,65.0,67.5
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,42,30-44,2-year college,Moderate Republican,3,3,2,100.0,100.0,100.0,100.0,100.0
Message 62,AI,ban_solitary_confinement_juveniles_Yi-34B_1,Yi-34B,Yi,1.0,280.0,1.0,Female,26,18-29,Did not graduate high school,Independent,2,3,2,29.0,50.0,60.0,70.0,52.25
Message 37,AI,ban_solitary_confinement_juveniles_Llama-2-13b-hf_1,Llama-2-13b-hf,Llama,1.0,354.0,1.0,Female,40,30-44,Graduate degree,Strong Democrat,0,1,3,30.0,14.0,20.0,30.0,23.5
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Male,43,30-44,Graduate degree,Strong Democrat,0,1,3,61.0,64.0,64.0,60.0,62.25
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Male,34,30-44,High school diploma,Strong Democrat,0,0,3,20.0,20.0,20.0,20.0,20.0
Message 72,AI,ban_solitary_confinement_juveniles_Yi-34B_2,Yi-34B,Yi,2.0,207.0,1.0,Male,50,45-59,2-year college,Independent,2,3,3,82.0,67.0,63.0,76.0,72.0
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Female,32,30-44,Graduate degree,Moderate Democrat,1,1,1,61.0,58.0,42.0,50.0,52.75
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Male,39,30-44,4-year college,Strong Republican,4,4,3,11.0,40.0,16.0,23.0,22.5
Control,control,,,,,,,Female,53,45-59,2-year college,Independent,2,2,1,20.0,25.0,20.0,100.0,41.25
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Female,54,45-59,Graduate degree,Moderate Democrat,1,1,3,80.0,70.0,75.0,90.0,78.75
Message 73,AI,ban_solitary_confinement_juveniles_pythia-1.4b_3,pythia-1.4b,pythia,3.0,147.0,0.0,Female,31,30-44,4-year college,Strong Democrat,0,0,3,10.0,10.0,5.0,10.0,8.75
Message 50,AI,ban_solitary_confinement_juveniles_pythia-1.4b_2,pythia-1.4b,pythia,2.0,107.0,1.0,Female,30,30-44,High school diploma,Strong Democrat,0,1,3,10.0,10.0,10.0,90.0,30.0
Message 01,AI,ban_solitary_confinement_juveniles_Qwen1.5-0.5B_1,Qwen1.5-0.5B,Qwen1.5,1.0,155.0,1.0,Male,19,18-29,High school diploma,Moderate Democrat,1,1,3,38.0,58.0,73.0,44.0,53.25
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,40,30-44,High school diploma,"Other (Libertarian, Green, etc.)",2,0,3,60.0,60.0,28.0,40.0,47.0
Message 23,AI,ban_solitary_confinement_juveniles_pythia-410m_3,pythia-410m,pythia,3.0,131.0,1.0,Male,51,45-59,2-year college,Moderate Democrat,1,1,3,0.0,0.0,0.0,0.0,0.0
Message 44,AI,ban_solitary_confinement_juveniles_pythia-12b_2,pythia-12b,pythia,2.0,345.0,0.0,Female,41,30-44,4-year college,Moderate Republican,3,3,3,10.0,10.0,20.0,14.0,13.5
Message 49,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_2,Qwen1.5-72B,Qwen1.5,2.0,147.0,1.0,Male,79,60+,Graduate degree,Moderate Democrat,1,1,2,100.0,100.0,100.0,100.0,100.0
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,54,45-59,2-year college,Independent,2,1,3,20.0,20.0,74.0,20.0,33.5
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Male,64,60+,High school diploma,Moderate Democrat,1,1,3,30.0,24.0,20.0,15.0,22.25
Message 08,AI,ban_solitary_confinement_juveniles_pythia-70m_3,pythia-70m,pythia,3.0,61.0,1.0,Female,32,30-44,Graduate degree,Independent,2,1,3,81.0,80.0,80.0,80.0,80.25
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,23,18-29,2-year college,Independent,2,1,3,0.0,0.0,0.0,0.0,0.0
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,22,18-29,High school diploma,Independent,2,1,1,81.0,83.0,100.0,100.0,91.0
Message 15,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_1,claude-3-opus-20240229,claude,1.0,202.0,1.0,Female,56,45-59,4-year college,Moderate Democrat,1,1,3,87.0,94.0,94.0,9.0,71.0
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Male,26,18-29,High school diploma,Independent,2,0,0,11.0,20.0,81.0,78.0,47.5
Message 15,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_1,claude-3-opus-20240229,claude,1.0,202.0,1.0,Female,48,45-59,4-year college,Moderate Democrat,1,1,3,0.0,0.0,0.0,0.0,0.0
Message 65,AI,ban_solitary_confinement_juveniles_Qwen1.5-14B_1,Qwen1.5-14B,Qwen1.5,1.0,266.0,1.0,Male,26,18-29,High school diploma,Strong Democrat,0,0,2,0.0,0.0,0.0,0.0,0.0
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,25,18-29,4-year college,Strong Democrat,0,0,2,10.0,16.0,20.0,10.0,14.0
Control,control,,,,,,,Male,35,30-44,2-year college,Independent,2,2,3,25.0,82.0,75.0,90.0,68.0
Message 62,AI,ban_solitary_confinement_juveniles_Yi-34B_1,Yi-34B,Yi,1.0,280.0,1.0,Female,34,30-44,Graduate degree,Independent,2,3,3,64.0,68.0,77.0,70.0,69.75
Message 43,AI,ban_solitary_confinement_juveniles_pythia-160m_1,pythia-160m,pythia,1.0,14.0,0.0,Male,33,30-44,High school diploma,Moderate Republican,3,3,3,25.0,60.0,50.0,40.0,43.75
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Male,45,45-59,Technical certification or trade school,Moderate Republican,3,3,1,33.0,65.0,28.0,73.0,49.75
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,38,30-44,High school diploma,Moderate Democrat,1,1,2,68.0,77.0,70.0,25.0,60.0
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Male,63,60+,High school diploma,Independent,2,1,2,65.0,65.0,54.0,65.0,62.25
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Male,45,45-59,4-year college,Independent,2,1,3,50.0,62.0,50.0,50.0,53.0
Control,control,,,,,,,Female,53,45-59,Graduate degree,Moderate Democrat,1,1,3,0.0,0.0,0.0,0.0,0.0
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Female,58,45-59,High school diploma,Strong Democrat,0,1,3,90.0,89.0,71.0,15.0,66.25
Message 63,AI,ban_solitary_confinement_juveniles_pythia-6.9b_1,pythia-6.9b,pythia,1.0,151.0,1.0,Female,23,18-29,High school diploma,Moderate Democrat,1,1,1,65.0,55.0,45.0,40.0,51.25
Control,control,,,,,,,Female,56,45-59,High school diploma,Strong Democrat,0,3,3,19.0,45.0,100.0,19.0,45.75
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Female,26,18-29,2-year college,Moderate Republican,3,3,3,61.0,56.0,60.0,80.0,64.25
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,23,18-29,4-year college,Independent,2,1,2,0.0,0.0,0.0,100.0,25.0
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Male,39,30-44,4-year college,Strong Democrat,0,0,3,41.0,63.0,63.0,47.0,53.5
Message 05,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_3,Qwen1.5-72B,Qwen1.5,3.0,211.0,1.0,Male,22,18-29,High school diploma,Strong Democrat,0,0,3,70.0,75.0,74.0,77.0,74.0
Control,control,,,,,,,Male,32,30-44,Technical certification or trade school,Independent,2,3,3,50.0,50.0,50.0,50.0,50.0
Message 47,AI,ban_solitary_confinement_juveniles_Qwen1.5-0.5B_2,Qwen1.5-0.5B,Qwen1.5,2.0,148.0,0.0,Female,42,30-44,4-year college,Moderate Democrat,1,1,0,12.0,3.0,23.0,17.0,13.75
Message 23,AI,ban_solitary_confinement_juveniles_pythia-410m_3,pythia-410m,pythia,3.0,131.0,1.0,Male,21,18-29,4-year college,Moderate Democrat,1,1,1,75.0,30.0,40.0,70.0,53.75
Message 62,AI,ban_solitary_confinement_juveniles_Yi-34B_1,Yi-34B,Yi,1.0,280.0,1.0,Male,40,30-44,2-year college,Independent,2,2,3,83.0,83.0,63.0,8.0,59.25
Control,control,,,,,,,Female,28,18-29,4-year college,Moderate Democrat,1,1,2,18.0,87.0,14.0,75.0,48.5
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,39,30-44,2-year college,Independent,2,1,3,0.0,0.0,19.0,0.0,4.75
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Female,38,30-44,High school diploma,Strong Democrat,0,0,0,50.0,50.0,30.0,50.0,45.0
Control,control,,,,,,,Female,21,18-29,High school diploma,Moderate Democrat,1,1,2,50.0,50.0,50.0,50.0,50.0
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Female,41,30-44,4-year college,Strong Republican,4,4,3,83.0,10.0,71.0,71.0,58.75
Message 53,AI,ban_solitary_confinement_juveniles_Qwen1.5-1.8B_2,Qwen1.5-1.8B,Qwen1.5,2.0,256.0,0.0,Male,46,45-59,4-year college,Independent,2,2,3,100.0,8.0,10.0,0.0,29.5
Message 15,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_1,claude-3-opus-20240229,claude,1.0,202.0,1.0,Male,32,30-44,High school diploma,Moderate Democrat,1,1,2,80.0,100.0,100.0,0.0,70.0
Message 72,AI,ban_solitary_confinement_juveniles_Yi-34B_2,Yi-34B,Yi,2.0,207.0,1.0,Female,23,18-29,4-year college,Moderate Democrat,1,1,3,80.0,85.0,85.0,93.0,85.75
Message 55,AI,ban_solitary_confinement_juveniles_pythia-12b_1,pythia-12b,pythia,1.0,316.0,0.0,Female,31,30-44,Technical certification or trade school,"Other (Libertarian, Green, etc.)",2,2,0,94.0,6.0,34.0,11.0,36.25
Message 59,AI,ban_solitary_confinement_juveniles_Qwen1.5-4B_3,Qwen1.5-4B,Qwen1.5,3.0,267.0,1.0,Female,46,45-59,4-year college,Independent,2,2,3,0.0,0.0,93.0,0.0,23.25
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,42,30-44,Graduate degree,Moderate Democrat,1,1,3,0.0,0.0,2.0,95.0,24.25
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,47,45-59,Graduate degree,Independent,2,1,3,18.0,12.0,22.0,19.0,17.75
Control,control,,,,,,,Female,27,18-29,High school diploma,Independent,2,2,1,75.0,60.0,60.0,75.0,67.5
Message 49,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_2,Qwen1.5-72B,Qwen1.5,2.0,147.0,1.0,Female,57,45-59,4-year college,Moderate Republican,3,3,3,91.0,91.0,20.0,87.0,72.25
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Female,33,30-44,2-year college,Independent,2,2,1,29.0,76.0,81.0,75.0,65.25
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Female,60,60+,High school diploma,Strong Republican,4,3,2,50.0,50.0,50.0,50.0,50.0
Message 40,AI,ban_solitary_confinement_juveniles_falcon-7b_2,falcon-7b,falcon,2.0,121.0,0.0,Female,30,30-44,Technical certification or trade school,Moderate Democrat,1,1,1,0.0,0.0,5.0,0.0,1.25
Control,control,,,,,,,Female,50,45-59,Graduate degree,Moderate Democrat,1,3,3,100.0,0.0,100.0,100.0,75.0
Message 29,AI,ban_solitary_confinement_juveniles_Yi-34B_3,Yi-34B,Yi,3.0,228.0,1.0,Female,33,30-44,Technical certification or trade school,Independent,2,1,3,84.0,74.0,82.0,79.0,79.75
Message 48,AI,ban_solitary_confinement_juveniles_falcon-40b_2,falcon-40b,falcon,2.0,213.0,1.0,Female,37,30-44,2-year college,Moderate Democrat,1,1,3,0.0,0.0,22.0,91.0,28.25
Message 05,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_3,Qwen1.5-72B,Qwen1.5,3.0,211.0,1.0,Male,41,30-44,4-year college,Moderate Republican,3,3,3,10.0,85.0,20.0,5.0,30.0
Message 14,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_1,Qwen1.5-72B,Qwen1.5,1.0,275.0,1.0,Female,36,30-44,2-year college,Independent,2,2,3,50.0,50.0,50.0,50.0,50.0
Control,control,,,,,,,Female,54,45-59,Graduate degree,Moderate Democrat,1,1,3,32.0,32.0,31.0,47.0,35.5
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,53,45-59,High school diploma,Moderate Republican,3,2,1,7.0,86.0,83.0,77.0,63.25
Message 35,AI,ban_solitary_confinement_juveniles_Qwen1.5-7B_1,Qwen1.5-7B,Qwen1.5,1.0,180.0,1.0,Male,23,18-29,4-year college,Moderate Republican,3,3,3,0.0,0.0,5.0,0.0,1.25
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Female,38,30-44,Technical certification or trade school,Moderate Democrat,1,1,1,20.0,50.0,71.0,49.0,47.5
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,30,30-44,Graduate degree,Moderate Democrat,1,1,3,70.0,81.0,62.0,45.0,64.5
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Male,25,18-29,High school diploma,Moderate Democrat,1,1,3,13.0,20.0,10.0,90.0,33.25
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,41,30-44,High school diploma,Strong Democrat,0,0,3,70.0,100.0,100.0,0.0,67.5
Message 30,AI,ban_solitary_confinement_juveniles_pythia-2.8b_3,pythia-2.8b,pythia,3.0,222.0,0.0,Male,31,30-44,High school diploma,Strong Democrat,0,1,3,1.0,2.0,0.0,97.0,25.0
Message 46,AI,ban_solitary_confinement_juveniles_pythia-6.9b_2,pythia-6.9b,pythia,2.0,119.0,0.0,Male,28,18-29,High school diploma,Strong Democrat,0,0,2,20.0,20.0,20.0,20.0,20.0
Message 54,AI,ban_solitary_confinement_juveniles_pythia-1.4b_1,pythia-1.4b,pythia,1.0,98.0,0.0,Male,29,18-29,4-year college,Independent,2,2,2,26.0,84.0,23.0,16.0,37.25
